Date,Sandwich Count,Attackers(EOA),Victims(EOA),Volume,Profit,Cost,Revenue,ROI(%),> 1k Tx Count,> 1k Volume,> 1k Profit,> 1k Cost,> 1k Revenue,> 1k ROI(%),Mev-Bot Tx Count,Mev-Bot Volume,Mev-Bot Profit,Mev-Bot Cost,Mev-Bot Revenue,MEV ROI(%)
2023-03-19,"4406","96","3444","$466,441,227.12","$54,174.02","$371,573.34","$425,747.35","14.58%","14","$50,245,687.66","$27,107.54","$11,216.05","$38,323.59","241.69%","440","$407,921,960.49","$31,789.73","$89,963.03","$121,752.76","35.34%"
2023-03-20,"4381","81","3439","$541,722,280.96","$123,310.98","$371,732.32","$495,043.31","33.17%","13","$116,782,817.45","$90,314.34","$21,133.23","$111,447.57","427.36%","456","$470,530,812.56","$42,269.26","$92,647.42","$134,916.68","45.62%"
2023-03-21,"3961","90","3284","$349,947,880.72","$68,431.98","$346,520.90","$414,952.88","19.75%","9","$30,519,768.96","$36,241.03","$55,572.33","$91,813.36","65.21%","384","$299,338,449.67","$29,104.79","$109,226.50","$138,331.29","26.65%"
2023-03-22,"3654","91","3122","$489,536,712.61","$65,295.13","$281,580.14","$346,875.27","23.19%","13","$107,617,878.00","$40,114.51","$26,527.92","$66,642.43","151.22%","445","$446,764,236.19","$45,745.75","$89,206.79","$134,952.54","51.28%"
2023-03-23,"3302","65","2801","$354,046,160.14","$62,310.33","$271,063.49","$333,373.83","22.99%","10","$35,184,702.98","$36,441.69","$10,161.06","$46,602.75","358.64%","383","$312,752,829.19","$25,754.03","$92,782.68","$118,536.71","27.76%"
2023-03-24,"2743","65","2330","$389,791,862.31","$26,949.75","$225,999.65","$252,949.40","11.92%","5","$10,060,951.06","$7,277.30","$8,378.14","$15,655.44","86.86%","308","$340,216,749.21","$13,121.07","$83,452.90","$96,573.98","15.72%"
2023-03-25,"2779","79","2290","$185,778,906.82","$18,648.29","$223,134.60","$241,782.88","8.36%","3","$21,572,543.74","$6,603.66","$6,040.62","$12,644.28","109.32%","250","$140,017,442.33","$8,997.50","$48,554.72","$57,552.22","18.53%"
2023-03-26,"4297","76","3901","$208,792,427.47","$24,511.81","$442,346.75","$466,858.57","5.54%","2","$12,226,238.28","$6,210.18","$49,712.20","$55,922.38","12.49%","348","$143,489,819.79","$11,401.50","$103,234.57","$114,636.07","11.04%"
2023-03-27,"3751","70","3221","$358,744,578.16","$78,348.52","$397,645.76","$475,994.28","19.70%","2","$5,610,612.25","$47,433.85","$26,693.06","$74,126.91","177.70%","350","$285,801,430.22","$12,243.80","$82,633.30","$94,877.10","14.82%"
2023-03-28,"4161","97","3338","$249,285,010.30","$151,717.64","$430,693.63","$582,411.27","35.23%","15","$12,078,568.38","$123,770.25","$14,617.11","$138,387.36","846.75%","344","$182,361,690.82","$20,823.72","$100,367.54","$121,191.26","20.75%"
2023-03-29,"4987","75","3656","$329,777,233.47","$88,172.54","$572,782.07","$660,954.62","15.39%","14","$99,159,924.36","$58,986.58","$64,318.07","$123,304.65","91.71%","357","$267,029,570.09","$60,235.09","$137,269.52","$197,504.61","43.88%"
2023-03-30,"4542","78","3486","$253,908,956.19","$77,149.12","$481,376.38","$558,525.49","16.03%","9","$20,642,616.48","$50,476.65","$19,558.01","$70,034.65","258.09%","282","$203,801,884.47","$23,430.54","$118,597.50","$142,028.04","19.76%"
2023-03-31,"3714","69","3113","$244,961,116.87","$66,635.95","$307,333.95","$373,969.89","21.68%","8","$44,635,416.48","$41,374.31","$8,285.86","$49,660.17","499.34%","313","$205,549,820.05","$20,281.67","$56,708.10","$76,989.77","35.77%"
2023-04-01,"3214","65","2669","$303,485,259.45","$75,282.41","$289,550.41","$364,832.82","26.00%","10","$42,900,958.22","$53,153.30","$24,713.99","$77,867.29","215.07%","307","$271,391,775.92","$50,070.28","$72,502.52","$122,572.80","69.06%"
2023-04-02,"4080","86","3111","$176,327,271.13","$41,274.35","$262,693.66","$303,968.01","15.71%","4","$4,208,442.78","$10,716.17","$8,211.86","$18,928.03","130.50%","296","$141,756,442.51","$6,888.28","$36,501.90","$43,390.18","18.87%"
2023-04-03,"4853","77","3599","$106,482,380.59","$49,976.19","$439,636.03","$489,612.22","11.37%","8","$7,289,184.58","$18,371.31","$2,783.33","$21,154.64","660.05%","43","$10,084,851.81","$1,295.17","$5,045.02","$6,340.19","25.67%"
2023-04-04,"4184","48","3394","$99,108,830.36","$50,297.50","$345,052.20","$395,349.70","14.58%","9","$11,220,359.43","$17,523.36","$6,987.76","$24,511.12","250.77%","101","$9,566,288.35","$6,090.50","$16,367.80","$22,458.31","37.21%"
2023-04-05,"3213","48","2546","$96,179,825.38","$34,710.57","$307,265.04","$341,975.61","11.30%","2","$1,052.03","$3,316.80","$312.38","$3,629.18","1061.80%","89","$17,724,102.46","$3,062.60","$33,982.62","$37,045.22","9.01%"
2023-04-06,"2842","55","2422","$116,030,211.10","$36,122.47","$220,876.27","$256,998.74","16.35%","5","$34,811,654.62","$16,670.03","$11,682.66","$28,352.69","142.69%","73","$14,447,313.57","$1,304.04","$14,054.11","$15,358.15","9.28%"
2023-04-07,"3030","40","2533","$54,492,603.17","$31,753.15","$213,865.11","$245,618.25","14.85%","2","$1,955.10","$11,307.90","$627.54","$11,935.44","1801.95%","63","$19,153,210.00","$3,043.98","$15,577.24","$18,621.22","19.54%"
2023-04-08,"2676","48","2075","$152,486,294.33","$30,807.61","$170,848.48","$201,656.09","18.03%","6","$47,726,277.54","$11,994.02","$9,350.40","$21,344.42","128.27%","66","$30,914,023.15","$6,103.05","$19,064.55","$25,167.59","32.01%"
2023-04-09,"3294","44","2484","$68,071,108.28","$42,769.48","$201,979.64","$244,749.12","21.18%","3","$128,160.06","$18,208.34","$406.96","$18,615.30","4474.23%","54","$21,744,220.14","$1,813.39","$7,811.32","$9,624.71","23.21%"
2023-04-10,"3973","41","2973","$88,639,493.91","$55,680.91","$303,260.35","$358,941.26","18.36%","3","$110,274.74","$29,547.77","$812.16","$30,359.93","3638.17%","69","$10,081,018.08","$1,582.24","$10,634.89","$12,217.12","14.88%"
2023-04-11,"3309","43","2733","$89,140,042.35","$41,706.78","$266,216.47","$307,923.25","15.67%","5","$27,173.94","$8,397.35","$2,579.80","$10,977.14","325.50%","57","$22,673,471.51","$3,155.77","$12,170.92","$15,326.69","25.93%"
2023-04-12,"2745","59","2336","$77,442,248.80","$12,786.71","$164,651.36","$177,438.07","7.77%","1","$0.00","$1,266.60","$174.53","$1,441.12","725.72%","87","$16,292,565.59","$1,798.82","$9,761.42","$11,560.25","18.43%"
2023-04-13,"1901","41","1803","$163,168,080.20","$46,537.52","$318,745.15","$365,282.67","14.60%","7","$33,843,086.72","$27,110.20","$34,770.42","$61,880.62","77.97%","140","$105,077,966.93","$27,503.08","$137,083.20","$164,586.28","20.06%"
2023-04-14,"3314","59","2754","$187,098,720.05","$43,996.17","$443,781.89","$487,778.06","9.91%","4","$3,778,680.27","$6,960.67","$7,253.93","$14,214.61","95.96%","160","$103,165,586.98","$11,279.23","$52,886.28","$64,165.51","21.33%"
2023-04-15,"3863","59","3009","$160,408,941.55","$93,244.39","$462,974.98","$556,219.37","20.14%","9","$33,642,391.82","$50,936.62","$107,766.23","$158,702.84","47.27%","131","$75,714,158.60","$11,196.66","$46,371.56","$57,568.22","24.15%"
2023-04-16,"4815","61","3768","$156,914,681.68","$63,015.71","$524,626.10","$587,641.80","12.01%","6","$19,390,097.03","$7,878.28","$7,097.90","$14,976.18","110.99%","122","$48,643,953.02","$6,102.88","$62,039.33","$68,142.22","9.84%"
2023-04-17,"9806","81","7044","$244,909,474.14","$455,330.22","$1,205,753.46","$1,661,083.68","37.76%","30","$20,633,337.35","$158,936.40","$20,639.65","$179,576.05","770.05%","175","$64,574,400.57","$39,498.74","$42,167.48","$81,666.22","93.67%"
2023-04-18,"13850","67","10310","$424,339,411.23","$1,013,669.85","$2,714,566.79","$3,728,236.64","37.34%","253","$19,628,803.07","$534,651.27","$87,739.96","$622,391.23","609.36%","293","$56,251,921.07","$7,736.86","$62,254.38","$69,991.24","12.43%"
2023-04-19,"11307","72","9409","$404,243,355.65","$1,130,439.59","$2,451,667.87","$3,582,107.46","46.11%","194","$26,079,652.85","$693,904.47","$88,518.32","$782,422.79","783.91%","421","$69,399,744.07","$17,665.72","$136,822.21","$154,487.93","12.91%"
2023-04-20,"3552","73","4512","$140,843,222.78","$273,306.06","$872,280.62","$1,145,586.68","31.33%","24","$14,365,886.69","$206,612.96","$64,791.52","$271,404.47","318.89%","609","$54,233,574.88","$39,426.45","$224,453.01","$263,879.47","17.57%"
2023-04-21,"4228","84","4493","$157,810,512.61","$80,951.46","$457,022.31","$537,973.78","17.71%","13","$1,398,781.60","$38,206.16","$6,074.64","$44,280.79","628.95%","239","$79,948,469.21","$28,537.28","$64,026.00","$92,563.28","44.57%"
2023-04-22,"6702","76","7126","$135,500,770.97","$249,766.24","$808,213.13","$1,057,979.37","30.90%","21","$1,875,671.88","$179,116.84","$19,752.14","$198,868.98","906.82%","229","$31,691,214.02","$8,560.14","$52,871.96","$61,432.10","16.19%"
2023-04-23,"7902","68","8086","$138,474,775.67","$132,617.27","$889,691.96","$1,022,309.23","14.91%","16","$7,129,736.61","$32,144.90","$3,161.38","$35,306.28","1016.80%","216","$26,135,947.52","$8,349.56","$46,428.26","$54,777.82","17.98%"
2023-04-24,"7713","90","7833","$199,105,131.38","$192,105.84","$828,856.23","$1,020,962.07","23.18%","21","$44,762,196.25","$101,232.43","$15,031.75","$116,264.18","673.46%","242","$91,964,873.07","$15,235.67","$48,683.57","$63,919.24","31.30%"
2023-04-25,"6418","74","6854","$226,011,919.58","$156,889.17","$621,773.25","$778,662.42","25.23%","15","$54,725,878.25","$95,444.81","$12,004.91","$107,449.72","795.05%","194","$121,717,963.95","$14,015.96","$44,907.39","$58,923.36","31.21%"
2023-04-26,"6065","81","6366","$201,814,162.77","$110,918.65","$612,684.84","$723,603.49","18.10%","18","$27,664,150.95","$28,947.49","$11,965.47","$40,912.96","241.93%","216","$122,662,359.74","$22,062.64","$57,598.93","$79,661.57","38.30%"
2023-04-27,"5419","84","5575","$288,105,993.40","$149,017.40","$556,837.64","$705,855.04","26.76%","19","$53,201,857.56","$70,719.33","$13,086.85","$83,806.18","540.38%","208","$190,533,590.52","$27,468.71","$70,528.65","$97,997.36","38.95%"
2023-04-28,"6553","102","6801","$147,047,584.52","$145,114.04","$700,906.79","$846,020.82","20.70%","18","$16,802,174.66","$56,542.98","$4,290.48","$60,833.46","1317.87%","169","$58,436,632.56","$6,838.78","$40,118.71","$46,957.48","17.05%"
2023-04-29,"6370","80","6583","$169,750,581.87","$107,494.58","$619,608.24","$727,102.82","17.35%","16","$529,931.40","$37,824.85","$8,251.36","$46,076.21","458.41%","198","$60,658,434.82","$5,849.12","$41,095.49","$46,944.60","14.23%"
2023-04-30,"7775","102","8429","$212,222,015.39","$134,166.34","$985,679.00","$1,119,845.34","13.61%","10","$1,219,719.04","$51,490.12","$4,690.73","$56,180.85","1097.70%","296","$46,102,166.17","$12,240.32","$53,588.58","$65,828.90","22.84%"
2023-05-01,"8934","86","11004","$405,402,036.16","$256,724.33","$1,713,844.62","$1,970,568.95","14.98%","42","$6,192,225.12","$128,966.88","$25,749.17","$154,716.05","500.86%","312","$111,710,270.15","$10,475.63","$71,736.22","$82,211.84","14.60%"
2023-05-02,"9012","76","10944","$432,933,698.46","$487,317.75","$2,338,553.64","$2,825,871.39","20.84%","157","$30,494,697.36","$352,541.73","$196,144.76","$548,686.50","179.74%","289","$78,648,562.18","$15,467.30","$83,168.63","$98,635.93","18.60%"
2023-05-03,"7475","85","8649","$262,191,084.61","$204,229.09","$1,393,270.12","$1,597,499.22","14.66%","33","$6,624,379.43","$66,940.00","$24,377.38","$91,317.38","274.60%","197","$56,161,148.05","$7,695.61","$44,002.83","$51,698.44","17.49%"
2023-05-04,"8371","79","9802","$339,161,187.97","$233,349.61","$1,759,871.71","$1,993,221.32","13.26%","52","$5,939,702.28","$130,705.79","$33,123.12","$163,828.91","394.61%","309","$86,268,074.37","$14,920.53","$114,845.14","$129,765.67","12.99%"
2023-05-05,"8778","76","11667","$780,437,450.49","$594,590.05","$3,425,079.40","$4,019,669.45","17.36%","178","$73,479,791.46","$479,008.19","$168,488.31","$647,496.50","284.30%","430","$169,586,480.58","$57,426.93","$266,619.91","$324,046.85","21.54%"
2023-05-06,"9864","84","12893","$688,604,443.66","$622,735.83","$3,644,049.17","$4,266,784.99","17.09%","157","$73,033,867.17","$365,147.37","$183,596.55","$548,743.92","198.89%","410","$171,225,500.98","$48,035.19","$207,163.81","$255,199.00","23.19%"
2023-05-07,"10011","79","13355","$414,045,975.47","$564,096.43","$2,981,117.43","$3,545,213.86","18.92%","112","$19,727,505.76","$354,165.78","$130,255.42","$484,421.20","271.90%","267","$60,727,978.06","$29,472.99","$120,042.62","$149,515.61","24.55%"
2023-05-08,"8937","89","11134","$507,244,695.26","$418,787.58","$2,429,144.91","$2,847,932.49","17.24%","97","$34,346,367.12","$208,959.04","$96,114.14","$305,073.18","217.41%","392","$82,090,200.20","$22,502.35","$140,055.41","$162,557.76","16.07%"
2023-05-09,"8706","85","10460","$337,421,429.29","$319,453.15","$1,847,927.20","$2,167,380.35","17.29%","54","$7,320,114.72","$120,198.04","$39,960.88","$160,158.92","300.79%","338","$59,565,515.54","$18,071.01","$102,063.89","$120,134.90","17.71%"
2023-05-10,"9414","90","10956","$396,885,747.33","$603,608.22","$2,475,816.48","$3,079,424.70","24.38%","157","$17,646,889.84","$369,233.16","$145,650.45","$514,883.61","253.51%","329","$90,392,445.04","$27,392.52","$159,575.00","$186,967.52","17.17%"
2023-05-11,"10293","97","11911","$513,585,648.51","$631,051.69","$2,711,658.06","$3,342,709.74","23.27%","124","$58,596,703.62","$376,950.91","$157,826.46","$534,777.36","238.84%","420","$133,633,142.38","$34,852.36","$174,636.62","$209,488.98","19.96%"
2023-05-12,"8215","101","9180","$356,315,544.19","$302,539.69","$1,583,095.34","$1,885,635.03","19.11%","67","$46,920,848.69","$148,393.46","$139,328.99","$287,722.45","106.51%","265","$90,433,627.60","$30,871.84","$123,158.85","$154,030.69","25.07%"
2023-05-13,"8058","90","7947","$259,600,833.22","$237,581.20","$1,027,857.44","$1,265,438.65","23.11%","25","$24,681,937.08","$116,401.24","$39,844.66","$156,245.90","292.14%","318","$79,482,852.64","$30,036.66","$94,190.00","$124,226.66","31.89%"
2023-05-14,"8559","93","8488","$181,099,346.40","$169,922.13","$985,105.39","$1,155,027.52","17.25%","19","$9,850,487.21","$27,096.54","$4,730.17","$31,826.71","572.85%","179","$31,667,150.79","$6,538.94","$42,846.48","$49,385.42","15.26%"
2023-05-15,"9207","109","9500","$233,430,865.83","$298,906.57","$1,520,931.42","$1,819,837.99","19.65%","57","$17,930,788.68","$121,034.02","$27,956.62","$148,990.65","432.94%","258","$52,225,147.97","$9,548.57","$69,972.00","$79,520.57","13.65%"
2023-05-16,"8495","105","8105","$196,899,693.52","$305,731.59","$1,102,953.51","$1,408,685.10","27.72%","39","$12,603,374.55","$186,456.29","$12,408.06","$198,864.35","1502.70%","284","$53,889,694.72","$135,597.30","$52,752.27","$188,349.57","257.05%"
2023-05-17,"6570","96","6650","$213,173,395.45","$169,155.73","$821,715.05","$990,870.78","20.59%","22","$1,285,465.97","$78,283.53","$7,235.32","$85,518.84","1081.96%","236","$66,312,787.45","$7,086.57","$51,272.99","$58,359.56","13.82%"
2023-05-18,"7287","94","7420","$251,169,377.45","$254,168.60","$965,742.84","$1,219,911.44","26.32%","18","$14,454,353.22","$116,996.00","$14,358.96","$131,354.97","814.79%","317","$84,475,078.46","$12,648.98","$84,688.56","$97,337.54","14.94%"
2023-05-19,"7537","94","7520","$181,661,965.61","$247,178.40","$1,078,050.80","$1,325,229.20","22.93%","30","$14,522,211.85","$113,177.03","$41,983.30","$155,160.33","269.58%","345","$52,677,173.07","$10,720.73","$73,209.28","$83,930.01","14.64%"
2023-05-20,"6606","100","6034","$87,993,360.34","$129,057.58","$545,619.08","$674,676.66","23.65%","13","$5,613,643.41","$31,213.81","$9,186.96","$40,400.77","339.76%","230","$21,695,418.78","$11,555.81","$64,539.57","$76,095.38","17.90%"
2023-05-21,"6499","80","6258","$129,175,659.16","$157,074.71","$677,083.54","$834,158.26","23.20%","18","$2,501,274.88","$60,439.70","$3,487.87","$63,927.57","1732.86%","316","$34,612,865.55","$10,934.40","$40,863.49","$51,797.89","26.76%"
2023-05-22,"8168","107","8065","$196,208,167.35","$225,063.54","$944,954.96","$1,170,018.50","23.82%","25","$2,835,595.09","$119,959.15","$9,188.89","$129,148.05","1305.48%","305","$62,869,631.59","$13,332.58","$68,952.35","$82,284.93","19.34%"
2023-05-23,"7317","95","7866","$271,364,793.70","$160,819.24","$1,028,383.61","$1,189,202.85","15.64%","38","$30,278,973.26","$101,558.23","$50,812.46","$152,370.69","199.87%","376","$106,421,365.16","$15,615.51","$98,191.41","$113,806.93","15.90%"
2023-05-24,"7026","92","6820","$248,836,135.93","$215,993.90","$869,562.80","$1,085,556.71","24.84%","28","$20,920,953.88","$110,062.89","$22,203.70","$132,266.59","495.70%","353","$94,944,951.82","$9,649.62","$97,749.04","$107,398.66","9.87%"
2023-05-25,"7585","81","7699","$198,022,839.11","$166,545.99","$841,937.99","$1,008,483.98","19.78%","14","$16,586,373.31","$60,458.53","$8,528.09","$68,986.61","708.93%","425","$79,639,073.99","$7,479.00","$65,091.52","$72,570.52","11.49%"
2023-05-26,"7232","97","7292","$195,605,967.75","$168,998.02","$802,927.24","$971,925.26","21.05%","19","$663,872.26","$40,617.51","$15,709.50","$56,327.01","258.55%","416","$81,262,490.21","$7,240.72","$103,435.86","$110,676.59","7.00%"
2023-05-27,"7052","70","6811","$135,311,093.70","$133,435.61","$645,730.28","$779,165.89","20.66%","16","$437,100.60","$31,951.92","$5,685.60","$37,637.52","561.98%","402","$46,850,930.15","$7,670.37","$65,991.86","$73,662.22","11.62%"
2023-05-28,"8361","101","8255","$275,331,507.15","$231,763.08","$909,456.49","$1,141,219.57","25.48%","42","$54,745,435.58","$104,272.59","$44,843.14","$149,115.73","232.53%","353","$146,514,721.21","$30,499.69","$133,416.71","$163,916.39","22.86%"
2023-05-29,"8698","90","9232","$294,545,461.90","$360,661.37","$1,146,923.84","$1,507,585.21","31.45%","60","$15,872,554.17","$162,384.14","$18,413.69","$180,797.83","881.87%","332","$126,522,869.49","$23,260.01","$116,065.47","$139,325.48","20.04%"
2023-05-30,"6282","84","6118","$274,471,957.87","$186,075.96","$894,135.75","$1,080,211.71","20.81%","33","$18,074,582.81","$90,317.24","$40,478.13","$130,795.38","223.13%","315","$138,803,995.55","$15,069.21","$110,792.51","$125,861.72","13.60%"
2023-05-31,"6032","86","6152","$189,819,629.95","$101,239.65","$711,122.73","$812,362.39","14.24%","9","$14,117,641.50","$14,009.06","$3,023.05","$17,032.10","463.41%","250","$86,489,919.26","$8,715.08","$86,658.73","$95,373.81","10.06%"
2023-06-01,"7429","95","7327","$242,594,223.37","$164,654.24","$801,348.26","$966,002.50","20.55%","24","$37,826,653.21","$52,341.87","$18,702.29","$71,044.16","279.87%","349","$122,053,478.92","$21,935.31","$58,908.21","$80,843.53","37.24%"
2023-06-02,"6721","86","6547","$159,520,143.28","$131,710.09","$657,785.63","$789,495.72","20.02%","26","$2,716,521.56","$47,743.17","$22,396.34","$70,139.51","213.17%","291","$72,503,414.55","$17,487.29","$85,091.94","$102,579.23","20.55%"
2023-06-03,"6393","84","6614","$134,487,288.97","$174,136.47","$590,591.57","$764,728.04","29.49%","26","$15,094,353.24","$68,820.17","$34,313.34","$103,133.50","200.56%","340","$59,385,580.07","$6,138.11","$48,675.88","$54,813.99","12.61%"
2023-06-04,"6097","69","6391","$108,076,784.56","$193,129.61","$429,751.45","$622,881.06","44.94%","21","$654,652.97","$111,788.78","$8,144.98","$119,933.76","1372.49%","309","$50,406,324.51","$5,791.73","$40,001.56","$45,793.29","14.48%"
